Latitude,Longitude,Timestamp
15.67083,74.45701,2025-03-24 10:37:15.400
15.670828,74.457008,2025-03-24 10:37:15.500
15.670827,74.457005,2025-03-24 10:37:15.600
15.670825,74.457003,2025-03-24 10:37:15.700
15.670823,74.457002,2025-03-24 10:37:15.800
15.670822,74.456998,2025-03-24 10:37:15.900
15.67082,74.456997,2025-03-24 10:37:16.000
15.670818,74.456995,2025-03-24 10:37:16.100
15.670817,74.456993,2025-03-24 10:37:16.200
15.670815,74.456992,2025-03-24 10:37:16.300
15.670813,74.45699,2025-03-24 10:37:16.400
15.670812,74.456988,2025-03-24 10:37:16.500
15.67081,74.456985,2025-03-24 10:37:16.600
15.67081,74.456983,2025-03-24 10:37:16.700
15.670808,74.456982,2025-03-24 10:37:16.800
15.670807,74.45698,2025-03-24 10:37:16.900
15.670805,74.456978,2025-03-24 10:37:17.000
15.670803,74.456977,2025-03-24 10:37:17.100
15.670802,74.456975,2025-03-24 10:37:17.200
15.6708,74.456973,2025-03-24 10:37:17.300
15.670798,74.456972,2025-03-24 10:37:17.400
15.670797,74.45697,2025-03-24 10:37:17.500
15.670795,74.456968,2025-03-24 10:37:17.600
15.670793,74.456965,2025-03-24 10:37:17.700
15.670792,74.456963,2025-03-24 10:37:17.800
15.67079,74.456962,2025-03-24 10:37:17.900
15.670788,74.45696,2025-03-24 10:37:18.000
15.670787,74.456958,2025-03-24 10:37:18.100
15.670785,74.456957,2025-03-24 10:37:18.200
15.670785,74.456953,2025-03-24 10:37:18.300
15.670783,74.456952,2025-03-24 10:37:18.400
15.670782,74.456952,2025-03-24 10:37:18.500
15.67078,74.45695,2025-03-24 10:37:18.600
15.670778,74.456948,2025-03-24 10:37:18.700
15.670777,74.456948,2025-03-24 10:37:18.800
15.670775,74.456947,2025-03-24 10:37:18.900
15.670773,74.456943,2025-03-24 10:37:19.000
15.670773,74.456942,2025-03-24 10:37:19.100
15.670772,74.45694,2025-03-24 10:37:19.200
15.67077,74.456938,2025-03-24 10:37:19.300
15.670768,74.456935,2025-03-24 10:37:19.400
15.670767,74.456933,2025-03-24 10:37:19.500
15.670765,74.456932,2025-03-24 10:37:19.600
15.670763,74.45693,2025-03-24 10:37:19.700
15.670762,74.456928,2025-03-24 10:37:19.800
15.67076,74.456927,2025-03-24 10:37:19.900
15.670758,74.456923,2025-03-24 10:37:20.000
15.670757,74.456922,2025-03-24 10:37:20.100
15.670755,74.45692,2025-03-24 10:37:20.200
15.670753,74.456918,2025-03-24 10:37:20.300
15.670752,74.456915,2025-03-24 10:37:20.400
15.67075,74.456913,2025-03-24 10:37:20.500
15.670748,74.456912,2025-03-24 10:37:20.600
